frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
347.75,-4.56,-3.18,-4.60,-3.23,3.23,3.18,1.00,-1.33,-1.37,-1.38
351.23,-4.56,-3.21,-4.59,-3.23,3.23,3.17,1.01,-1.33,-1.35,-1.35
354.74,-4.56,-3.23,-4.57,-3.24,3.24,3.17,1.02,-1.32,-1.33,-1.33
358.28,-4.56,-3.25,-4.54,-3.23,3.23,3.15,1.04,-1.33,-1.31,-1.31
361.87,-4.56,-3.27,-4.51,-3.23,3.23,3.13,1.05,-1.33,-1.28,-1.29
365.49,-4.56,-3.30,-4.48,-3.22,3.22,3.10,1.07,-1.34,-1.26,-1.26
369.14,-4.54,-3.30,-4.44,-3.20,3.20,3.06,1.09,-1.34,-1.24,-1.24
372.83,-4.39,-3.18,-4.38,-3.17,3.17,3.02,1.11,-1.22,-1.22,-1.21
376.56,-4.33,-3.14,-4.33,-3.13,3.13,2.97,1.12,-1.20,-1.20,-1.19
380.33,-4.24,-3.07,-4.27,-3.09,3.09,2.92,1.14,-1.15,-1.18,-1.17
384.13,-4.13,-2.98,-4.20,-3.05,3.05,2.86,1.16,-1.08,-1.16,-1.15
387.97,-4.10,-2.96,-4.13,-2.99,2.99,2.80,1.18,-1.11,-1.14,-1.14
391.85,-4.09,-2.96,-4.05,-2.92,2.92,2.74,1.21,-1.17,-1.13,-1.13
395.77,-3.94,-2.82,-3.97,-2.85,2.85,2.67,1.23,-1.09,-1.12,-1.12
399.73,-3.87,-2.76,-3.89,-2.79,2.79,2.60,1.25,-1.08,-1.11,-1.11
403.72,-3.79,-2.69,-3.81,-2.71,2.71,2.53,1.27,-1.08,-1.10,-1.10
407.76,-3.68,-2.59,-3.72,-2.62,2.62,2.45,1.29,-1.06,-1.09,-1.09
411.84,-3.65,-2.57,-3.63,-2.54,2.54,2.38,1.32,-1.11,-1.09,-1.08
415.96,-3.65,-2.57,-3.55,-2.46,2.46,2.30,1.34,-1.19,-1.09,-1.08
420.12,-3.47,-2.39,-3.47,-2.38,2.38,2.22,1.36,-1.09,-1.08,-1.08
424.32,-3.40,-2.32,-3.38,-2.30,2.30,2.14,1.39,-1.10,-1.08,-1.08
428.56,-3.25,-2.17,-3.28,-2.20,2.20,2.06,1.41,-1.05,-1.08,-1.08
432.85,-3.19,-2.11,-3.18,-2.11,2.11,1.98,1.43,-1.08,-1.07,-1.08
437.18,-3.09,-2.02,-3.08,-2.01,2.01,1.90,1.45,-1.08,-1.07,-1.07
441.55,-2.99,-1.93,-2.99,-1.93,1.93,1.81,1.47,-1.06,-1.06,-1.06
445.96,-2.80,-1.74,-2.89,-1.83,1.83,1.73,1.49,-0.97,-1.06,-1.06
450.42,-2.74,-1.69,-2.79,-1.74,1.74,1.65,1.50,-1.00,-1.05,-1.05
454.93,-2.74,-1.70,-2.69,-1.65,1.65,1.57,1.52,-1.09,-1.04,-1.04
459.48,-2.69,-1.66,-2.59,-1.56,1.56,1.49,1.53,-1.13,-1.03,-1.03
464.07,-2.44,-1.43,-2.49,-1.48,1.48,1.40,1.54,-0.96,-1.01,-1.01
468.71,-2.31,-1.31,-2.39,-1.40,1.40,1.32,1.55,-0.91,-0.99,-1.00
473.40,-2.28,-1.29,-2.29,-1.32,1.32,1.24,1.56,-0.96,-0.97,-0.99
478.13,-2.28,-1.32,-2.19,-1.24,1.24,1.16,1.57,-1.04,-0.95,-0.96
482.91,-2.10,-1.16,-2.08,-1.15,1.15,1.08,1.57,-0.95,-0.93,-0.94
487.74,-2.00,-1.09,-1.98,-1.08,1.08,1.00,1.57,-0.92,-0.91,-0.91
492.62,-1.86,-0.98,-1.89,-1.00,1.00,0.92,1.57,-0.86,-0.88,-0.88
497.55,-1.82,-0.96,-1.79,-0.93,0.93,0.84,1.56,-0.89,-0.86,-0.86
502.52,-1.69,-0.86,-1.69,-0.85,0.85,0.76,1.56,-0.84,-0.83,-0.83
507.55,-1.61,-0.80,-1.59,-0.78,0.78,0.68,1.55,-0.83,-0.81,-0.81
512.62,-1.43,-0.65,-1.49,-0.71,0.71,0.60,1.53,-0.72,-0.78,-0.78
517.75,-1.37,-0.61,-1.41,-0.65,0.65,0.52,1.52,-0.72,-0.76,-0.76
522.93,-1.31,-0.58,-1.32,-0.58,0.58,0.45,1.50,-0.73,-0.74,-0.73
528.16,-1.17,-0.45,-1.23,-0.50,0.50,0.37,1.48,-0.67,-0.72,-0.72
533.44,-1.14,-0.44,-1.14,-0.43,0.43,0.30,1.46,-0.71,-0.71,-0.70
538.77,-1.14,-0.46,-1.06,-0.37,0.37,0.23,1.43,-0.77,-0.69,-0.68
544.16,-0.98,-0.31,-0.99,-0.31,0.31,0.16,1.40,-0.67,-0.68,-0.67
549.60,-0.92,-0.27,-0.91,-0.25,0.25,0.09,1.37,-0.67,-0.66,-0.65
555.10,-0.89,-0.24,-0.83,-0.18,0.18,0.03,1.34,-0.71,-0.65,-0.65
560.65,-0.72,-0.08,-0.76,-0.12,0.12,-0.04,1.31,-0.60,-0.64,-0.64
566.25,-0.68,-0.05,-0.69,-0.06,0.06,-0.09,1.27,-0.62,-0.63,-0.63
571.92,-0.68,-0.06,-0.63,-0.01,0.01,-0.15,1.24,-0.67,-0.62,-0.62
577.64,-0.53,0.09,-0.57,0.04,-0.04,-0.19,1.20,-0.57,-0.61,-0.62
583.41,-0.47,0.13,-0.51,0.09,-0.09,-0.24,1.16,-0.56,-0.60,-0.60
589.25,-0.46,0.13,-0.45,0.14,-0.14,-0.28,1.12,-0.60,-0.58,-0.59
595.14,-0.43,0.14,-0.38,0.19,-0.19,-0.31,1.08,-0.62,-0.57,-0.57
601.09,-0.26,0.30,-0.33,0.23,-0.23,-0.34,1.04,-0.49,-0.56,-0.56
607.10,-0.23,0.31,-0.28,0.26,-0.26,-0.37,1.00,-0.49,-0.54,-0.54
613.17,-0.23,0.29,-0.24,0.28,-0.28,-0.38,0.96,-0.51,-0.53,-0.52
619.30,-0.23,0.28,-0.21,0.31,-0.31,-0.40,0.92,-0.54,-0.51,-0.51
625.50,-0.23,0.26,-0.17,0.32,-0.32,-0.41,0.88,-0.55,-0.50,-0.49
631.75,-0.21,0.27,-0.13,0.35,-0.35,-0.42,0.83,-0.56,-0.48,-0.48
638.07,-0.03,0.43,-0.09,0.38,-0.38,-0.42,0.79,-0.41,-0.47,-0.46
644.45,0.00,0.45,-0.06,0.40,-0.40,-0.42,0.75,-0.40,-0.45,-0.45
650.89,0.00,0.44,-0.02,0.42,-0.42,-0.42,0.71,-0.42,-0.44,-0.44
657.40,0.00,0.43,0.02,0.44,-0.44,-0.41,0.67,-0.44,-0.43,-0.43
663.98,0.00,0.42,0.05,0.46,-0.46,-0.41,0.63,-0.46,-0.41,-0.42
670.62,0.00,0.41,0.07,0.48,-0.48,-0.40,0.59,-0.48,-0.40,-0.41
677.32,0.04,0.44,0.11,0.50,-0.50,-0.39,0.54,-0.46,-0.39,-0.40
684.10,0.18,0.57,0.14,0.51,-0.51,-0.38,0.50,-0.33,-0.37,-0.39
690.94,0.23,0.59,0.17,0.52,-0.52,-0.38,0.46,-0.29,-0.36,-0.36
697.85,0.23,0.58,0.19,0.52,-0.52,-0.37,0.42,-0.29,-0.34,-0.35
704.83,0.23,0.55,0.20,0.52,-0.52,-0.36,0.38,-0.29,-0.32,-0.32
711.87,0.23,0.53,0.21,0.50,-0.50,-0.35,0.35,-0.27,-0.29,-0.30
718.99,0.23,0.51,0.22,0.49,-0.49,-0.35,0.31,-0.26,-0.27,-0.28
726.18,0.23,0.49,0.23,0.48,-0.48,-0.34,0.27,-0.25,-0.25,-0.26
733.44,0.23,0.46,0.24,0.46,-0.46,-0.33,0.23,-0.23,-0.22,-0.23
740.78,0.23,0.43,0.25,0.44,-0.44,-0.33,0.19,-0.21,-0.20,-0.20
748.19,0.23,0.40,0.25,0.42,-0.42,-0.33,0.15,-0.19,-0.17,-0.17
755.67,0.23,0.38,0.24,0.39,-0.39,-0.32,0.12,-0.16,-0.15,-0.15
763.23,0.23,0.36,0.23,0.36,-0.36,-0.32,0.08,-0.13,-0.13,-0.13
770.86,0.23,0.34,0.24,0.35,-0.35,-0.32,0.04,-0.12,-0.11,-0.11
778.57,0.23,0.32,0.25,0.34,-0.34,-0.32,0.01,-0.11,-0.10,-0.09
786.35,0.23,0.31,0.25,0.34,-0.34,-0.32,-0.03,-0.11,-0.09,-0.08
794.22,0.23,0.31,0.25,0.33,-0.33,-0.32,-0.07,-0.10,-0.08,-0.08
802.16,0.23,0.30,0.24,0.32,-0.32,-0.32,-0.10,-0.09,-0.08,-0.07
810.18,0.23,0.30,0.23,0.31,-0.31,-0.32,-0.14,-0.08,-0.08,-0.07
818.28,0.23,0.31,0.21,0.30,-0.30,-0.32,-0.17,-0.07,-0.09,-0.08
826.46,0.23,0.32,0.20,0.29,-0.29,-0.33,-0.21,-0.06,-0.10,-0.09
834.73,0.23,0.34,0.18,0.29,-0.29,-0.33,-0.24,-0.06,-0.11,-0.11
843.08,0.23,0.35,0.16,0.28,-0.28,-0.34,-0.27,-0.05,-0.13,-0.12
851.51,0.23,0.38,0.14,0.28,-0.28,-0.34,-0.31,-0.05,-0.15,-0.15
860.02,0.09,0.25,0.11,0.28,-0.28,-0.35,-0.34,-0.19,-0.17,-0.16
868.62,0.01,0.20,0.09,0.28,-0.28,-0.35,-0.37,-0.27,-0.19,-0.19
877.31,0.00,0.22,0.07,0.28,-0.28,-0.36,-0.41,-0.28,-0.21,-0.22
886.08,0.00,0.24,0.05,0.28,-0.28,-0.37,-0.44,-0.28,-0.24,-0.24
894.94,0.00,0.26,0.03,0.29,-0.29,-0.38,-0.47,-0.29,-0.26,-0.26
903.89,0.00,0.29,0.01,0.29,-0.29,-0.39,-0.50,-0.29,-0.28,-0.29
912.93,0.00,0.30,-0.00,0.29,-0.29,-0.40,-0.53,-0.29,-0.29,-0.30
922.06,0.00,0.31,-0.01,0.29,-0.29,-0.41,-0.56,-0.29,-0.31,-0.31
931.28,0.00,0.33,-0.02,0.30,-0.30,-0.42,-0.59,-0.30,-0.31,-0.33
940.59,0.00,0.33,-0.02,0.30,-0.30,-0.43,-0.62,-0.30,-0.32,-0.33
950.00,0.00,0.33,-0.02,0.30,-0.30,-0.44,-0.64,-0.30,-0.32,-0.33
959.50,0.00,0.33,-0.03,0.28,-0.28,-0.45,-0.67,-0.28,-0.32,-0.33
969.09,0.00,0.31,-0.04,0.26,-0.26,-0.47,-0.70,-0.26,-0.31,-0.31
978.78,0.00,0.31,-0.05,0.25,-0.25,-0.48,-0.72,-0.25,-0.30,-0.31
988.57,0.00,0.30,-0.05,0.24,-0.24,-0.49,-0.75,-0.24,-0.29,-0.30
998.46,0.00,0.28,-0.04,0.24,-0.24,-0.51,-0.77,-0.24,-0.28,-0.28
1008.44,0.00,0.25,-0.01,0.25,-0.25,-0.52,-0.79,-0.25,-0.26,-0.25
1018.53,0.00,0.23,0.03,0.28,-0.28,-0.54,-0.82,-0.28,-0.25,-0.23
1028.71,0.00,0.22,0.09,0.32,-0.32,-0.56,-0.84,-0.32,-0.23,-0.22
1039.00,0.00,0.20,0.16,0.38,-0.38,-0.57,-0.86,-0.38,-0.22,-0.20
1049.39,0.00,0.19,0.24,0.45,-0.45,-0.59,-0.88,-0.45,-0.20,-0.19
1059.88,0.17,0.36,0.33,0.52,-0.52,-0.61,-0.90,-0.35,-0.19,-0.19
1070.48,0.42,0.60,0.42,0.60,-0.60,-0.63,-0.92,-0.18,-0.18,-0.18
1081.19,0.63,0.79,0.52,0.69,-0.69,-0.65,-0.94,-0.06,-0.16,-0.16
1092.00,0.74,0.89,0.63,0.78,-0.78,-0.67,-0.96,-0.04,-0.15,-0.15
1102.92,0.88,1.02,0.74,0.87,-0.87,-0.69,-0.98,0.01,-0.13,-0.14
1113.95,0.91,1.04,0.85,0.96,-0.96,-0.71,-1.00,-0.05,-0.11,-0.13
1125.09,1.06,1.16,0.95,1.04,-1.04,-0.73,-1.02,0.02,-0.09,-0.10
1136.34,1.13,1.21,1.05,1.11,-1.11,-0.76,-1.04,0.02,-0.07,-0.08
1147.70,1.14,1.18,1.13,1.17,-1.17,-0.78,-1.06,-0.03,-0.04,-0.04
1159.18,1.14,1.16,1.20,1.21,-1.21,-0.81,-1.08,-0.07,-0.01,-0.02
1170.77,1.14,1.13,1.25,1.23,-1.23,-0.83,-1.10,-0.09,0.02,0.01
1182.48,1.24,1.19,1.29,1.23,-1.23,-0.86,-1.12,0.01,0.06,0.05
1194.30,1.35,1.26,1.30,1.21,-1.21,-0.89,-1.14,0.14,0.10,0.09
1206.25,1.37,1.23,1.31,1.18,-1.18,-0.92,-1.16,0.19,0.14,0.14
1218.31,1.37,1.18,1.33,1.15,-1.15,-0.95,-1.19,0.22,0.18,0.19
1230.49,1.37,1.14,1.33,1.11,-1.11,-0.98,-1.21,0.26,0.22,0.23
1242.80,1.37,1.11,1.34,1.08,-1.08,-1.01,-1.23,0.29,0.26,0.26
1255.22,1.37,1.06,1.35,1.05,-1.05,-1.04,-1.26,0.32,0.30,0.31
1267.78,1.37,1.02,1.37,1.03,-1.03,-1.08,-1.29,0.34,0.34,0.35
1280.45,1.37,0.99,1.40,1.02,-1.02,-1.11,-1.31,0.35,0.38,0.38
1293.26,1.37,0.94,1.43,1.00,-1.00,-1.15,-1.34,0.37,0.42,0.43
1306.19,1.37,0.91,1.44,0.98,-0.98,-1.19,-1.37,0.39,0.46,0.46
1319.25,1.37,0.87,1.46,0.96,-0.96,-1.22,-1.40,0.41,0.50,0.50
1332.45,1.43,0.89,1.48,0.94,-0.94,-1.26,-1.43,0.49,0.54,0.54
1345.77,1.56,0.98,1.52,0.94,-0.94,-1.31,-1.47,0.62,0.58,0.58
1359.23,1.60,0.99,1.58,0.96,-0.96,-1.35,-1.50,0.64,0.62,0.61
1372.82,1.74,1.08,1.65,0.99,-0.99,-1.39,-1.54,0.75,0.66,0.66
1386.55,1.81,1.11,1.71,1.01,-1.01,-1.44,-1.58,0.80,0.70,0.70
1400.41,1.82,1.08,1.78,1.05,-1.05,-1.49,-1.61,0.77,0.74,0.74
1414.42,1.82,1.05,1.86,1.08,-1.08,-1.53,-1.65,0.74,0.78,0.77
1428.56,1.82,1.00,1.95,1.13,-1.13,-1.58,-1.70,0.69,0.82,0.82
1442.85,1.92,1.06,2.04,1.18,-1.18,-1.64,-1.74,0.74,0.86,0.86
1457.28,2.15,1.25,2.13,1.23,-1.23,-1.69,-1.78,0.92,0.90,0.90
1471.85,2.27,1.33,2.22,1.28,-1.28,-1.74,-1.83,0.99,0.94,0.94
1486.57,2.46,1.48,2.32,1.34,-1.34,-1.80,-1.88,1.12,0.98,0.98
1501.43,2.51,1.49,2.43,1.41,-1.41,-1.85,-1.92,1.10,1.02,1.02
1516.45,2.51,1.44,2.55,1.49,-1.49,-1.91,-1.97,1.02,1.06,1.07
1531.61,2.59,1.49,2.68,1.58,-1.58,-1.97,-2.03,1.01,1.10,1.10
1546.93,2.82,1.67,2.82,1.68,-1.68,-2.03,-2.08,1.14,1.14,1.15
1562.40,2.94,1.75,2.97,1.79,-1.79,-2.09,-2.13,1.15,1.18,1.19
1578.02,3.13,1.90,3.13,1.91,-1.91,-2.15,-2.18,1.22,1.23,1.23
1593.80,3.20,1.94,3.30,2.03,-2.03,-2.22,-2.24,1.17,1.27,1.26
1609.74,3.41,2.10,3.47,2.16,-2.16,-2.28,-2.29,1.25,1.31,1.31
1625.84,3.67,2.32,3.64,2.28,-2.28,-2.34,-2.35,1.39,1.36,1.35
1642.10,3.84,2.43,3.82,2.41,-2.41,-2.41,-2.40,1.43,1.41,1.41
1658.52,3.99,2.53,4.00,2.53,-2.53,-2.47,-2.45,1.46,1.47,1.46
1675.10,4.23,2.71,4.19,2.67,-2.67,-2.53,-2.51,1.56,1.52,1.52
1691.85,4.32,2.75,4.38,2.80,-2.80,-2.60,-2.56,1.52,1.58,1.57
1708.77,4.53,2.90,4.57,2.92,-2.92,-2.66,-2.61,1.61,1.64,1.63
1725.86,4.79,3.09,4.73,3.02,-3.02,-2.72,-2.67,1.77,1.71,1.70
1743.12,4.97,3.19,4.89,3.11,-3.11,-2.77,-2.72,1.86,1.78,1.78
1760.55,5.11,3.26,5.03,3.18,-3.18,-2.83,-2.76,1.93,1.85,1.85
1778.15,5.22,3.29,5.17,3.25,-3.25,-2.88,-2.81,1.97,1.92,1.93
1795.94,5.24,3.24,5.30,3.30,-3.30,-2.93,-2.85,1.94,2.00,2.00
1813.90,5.42,3.35,5.41,3.33,-3.33,-2.98,-2.89,2.09,2.08,2.07
1832.03,5.49,3.34,5.51,3.36,-3.36,-3.02,-2.92,2.13,2.15,2.15
1850.36,5.66,3.42,5.60,3.37,-3.37,-3.06,-2.95,2.29,2.23,2.24
1868.86,5.70,3.39,5.68,3.36,-3.36,-3.09,-2.98,2.34,2.31,2.31
1887.55,5.70,3.31,5.74,3.35,-3.35,-3.12,-3.00,2.35,2.39,2.39
1906.42,5.70,3.24,5.79,3.32,-3.32,-3.14,-3.02,2.38,2.47,2.46
1925.49,5.85,3.31,5.83,3.29,-3.29,-3.16,-3.03,2.56,2.54,2.54
1944.74,5.92,3.30,5.86,3.24,-3.24,-3.17,-3.04,2.68,2.61,2.62
1964.19,5.93,3.23,5.88,3.19,-3.19,-3.18,-3.04,2.74,2.68,2.70
1983.83,5.93,3.17,5.91,3.15,-3.15,-3.18,-3.03,2.78,2.75,2.76
2003.67,5.93,3.09,5.93,3.11,-3.11,-3.17,-3.02,2.82,2.82,2.84
2023.71,5.93,3.04,5.94,3.05,-3.05,-3.15,-3.00,2.88,2.89,2.89
2043.94,5.93,2.97,5.94,2.99,-2.99,-3.13,-2.98,2.94,2.95,2.96
2064.38,5.93,2.91,5.95,2.93,-2.93,-3.11,-2.95,3.00,3.02,3.02
2085.03,5.93,2.86,5.96,2.88,-2.88,-3.08,-2.92,3.05,3.08,3.07
2105.88,5.93,2.80,5.96,2.82,-2.82,-3.04,-2.87,3.11,3.14,3.13
2126.94,5.93,2.73,5.97,2.76,-2.76,-2.99,-2.83,3.17,3.21,3.20
2148.20,5.93,2.66,5.97,2.70,-2.70,-2.94,-2.78,3.23,3.27,3.27
2169.69,6.05,2.72,5.99,2.65,-2.65,-2.89,-2.72,3.40,3.34,3.33
2191.38,6.14,2.74,6.01,2.61,-2.61,-2.83,-2.66,3.53,3.41,3.40
2213.30,5.98,2.51,6.04,2.57,-2.57,-2.77,-2.59,3.41,3.48,3.47
2235.43,5.95,2.40,6.07,2.52,-2.52,-2.70,-2.52,3.43,3.55,3.55
2257.78,6.10,2.48,6.10,2.48,-2.48,-2.63,-2.45,3.62,3.62,3.62
2280.36,6.15,2.46,6.13,2.44,-2.44,-2.56,-2.37,3.71,3.70,3.69
2303.17,6.15,2.38,6.17,2.40,-2.40,-2.48,-2.30,3.75,3.77,3.77
2326.20,6.15,2.29,6.22,2.37,-2.37,-2.41,-2.21,3.78,3.85,3.86
2349.46,6.31,2.36,6.27,2.34,-2.34,-2.33,-2.13,3.97,3.93,3.95
2372.95,6.38,2.36,6.32,2.31,-2.31,-2.24,-2.05,4.07,4.01,4.02
2396.68,6.38,2.28,6.36,2.27,-2.27,-2.16,-1.96,4.11,4.09,4.10
2420.65,6.38,2.20,6.40,2.22,-2.22,-2.07,-1.87,4.16,4.18,4.18
2444.86,6.38,2.11,6.43,2.16,-2.16,-1.99,-1.78,4.22,4.27,4.27
2469.31,6.38,2.03,6.47,2.10,-2.10,-1.90,-1.69,4.28,4.36,4.35
2494.00,6.52,2.06,6.48,2.02,-2.02,-1.81,-1.60,4.50,4.46,4.46
2518.94,6.60,2.04,6.49,1.92,-1.92,-1.72,-1.51,4.68,4.57,4.56
2544.13,6.61,1.95,6.49,1.82,-1.82,-1.63,-1.42,4.79,4.68,4.66
2569.57,6.61,1.84,6.49,1.71,-1.71,-1.54,-1.33,4.90,4.79,4.77
2595.27,6.54,1.64,6.49,1.58,-1.58,-1.44,-1.24,4.96,4.91,4.90
2621.22,6.41,1.38,6.46,1.43,-1.43,-1.34,-1.15,4.98,5.03,5.03
2647.43,6.38,1.21,6.44,1.28,-1.28,-1.24,-1.06,5.10,5.16,5.17
2673.90,6.38,1.07,6.42,1.12,-1.12,-1.14,-0.97,5.26,5.30,5.31
2700.64,6.38,0.93,6.41,0.96,-0.96,-1.04,-0.88,5.42,5.45,5.45
2727.65,6.38,0.78,6.39,0.80,-0.80,-0.93,-0.79,5.58,5.60,5.60
2754.93,6.38,0.62,6.39,0.63,-0.63,-0.81,-0.70,5.75,5.76,5.76
2782.48,6.38,0.46,6.38,0.46,-0.46,-0.69,-0.61,5.92,5.92,5.92
2810.30,6.38,0.30,6.38,0.30,-0.30,-0.57,-0.52,6.08,6.09,6.08
2838.40,6.38,0.13,6.41,0.15,-0.15,-0.43,-0.43,6.23,6.27,6.25
2866.79,6.38,-0.05,6.45,0.00,-0.00,-0.29,-0.34,6.38,6.45,6.43
2895.46,6.39,-0.23,6.50,-0.14,0.14,-0.14,-0.26,6.53,6.64,6.62
2924.41,6.56,-0.26,6.56,-0.28,0.28,0.02,-0.17,6.84,6.84,6.82
2953.65,6.61,-0.40,6.60,-0.44,0.44,0.20,-0.08,7.05,7.04,7.01
2983.19,6.70,-0.53,6.66,-0.59,0.59,0.38,0.01,7.29,7.25,7.23
3013.02,6.81,-0.62,6.73,-0.73,0.73,0.58,0.09,7.54,7.45,7.43
3043.15,6.84,-0.81,6.80,-0.86,0.86,0.79,0.18,7.70,7.66,7.65
3073.58,6.84,-1.02,6.87,-1.00,1.00,1.00,0.26,7.84,7.87,7.86
3104.32,7.02,-1.06,6.95,-1.13,1.13,1.21,0.35,8.15,8.08,8.08
3135.36,7.07,-1.22,7.03,-1.25,1.25,1.42,0.43,8.32,8.28,8.29
3166.72,7.07,-1.42,7.10,-1.36,1.36,1.60,0.52,8.43,8.47,8.49
3198.38,7.07,-1.60,7.18,-1.46,1.46,1.76,0.60,8.53,8.65,8.67
3230.37,7.18,-1.66,7.25,-1.57,1.57,1.87,0.69,8.75,8.81,8.84
3262.67,7.27,-1.71,7.30,-1.67,1.67,1.92,0.77,8.94,8.97,8.98
3295.30,7.47,-1.66,7.36,-1.75,1.75,1.93,0.85,9.22,9.11,9.13
3328.25,7.52,-1.73,7.41,-1.82,1.82,1.88,0.93,9.34,9.24,9.25
3361.53,7.52,-1.83,7.47,-1.87,1.87,1.80,1.01,9.39,9.34,9.35
3395.15,7.52,-1.91,7.54,-1.89,1.89,1.69,1.09,9.41,9.43,9.43
3429.10,7.62,-1.88,7.61,-1.90,1.90,1.56,1.17,9.52,9.51,9.50
3463.39,7.73,-1.82,7.68,-1.89,1.89,1.44,1.24,9.62,9.56,9.55
3498.03,7.75,-1.84,7.75,-1.85,1.85,1.32,1.32,9.60,9.60,9.59
3533.01,7.75,-1.88,7.83,-1.79,1.79,1.21,1.39,9.54,9.61,9.63
3568.34,7.77,-1.87,7.91,-1.71,1.71,1.11,1.46,9.48,9.61,9.64
3604.02,7.94,-1.67,7.98,-1.61,1.61,1.02,1.52,9.55,9.60,9.61
3640.06,8.06,-1.52,8.08,-1.49,1.49,0.95,1.59,9.55,9.56,9.58
3676.46,8.18,-1.35,8.18,-1.33,1.33,0.89,1.65,9.51,9.51,9.53
3713.22,8.34,-1.12,8.30,-1.14,1.14,0.84,1.71,9.48,9.44,9.46
3750.36,8.42,-0.96,8.43,-0.94,0.94,0.80,1.76,9.36,9.36,9.38
3787.86,8.44,-0.84,8.56,-0.71,0.71,0.77,1.81,9.15,9.27,9.28
3825.74,8.61,-0.55,8.68,-0.47,0.47,0.75,1.86,9.08,9.16,9.16
3864.00,8.72,-0.32,8.81,-0.23,0.23,0.74,1.90,8.95,9.04,9.04
3902.64,8.86,-0.05,8.93,0.02,-0.02,0.74,1.94,8.84,8.91,8.91
3941.66,9.00,0.22,9.03,0.25,-0.25,0.75,1.97,8.75,8.78,8.78
3981.08,9.10,0.46,9.10,0.45,-0.45,0.76,2.00,8.65,8.65,8.64
4020.89,9.28,0.79,9.13,0.61,-0.61,0.77,2.03,8.67,8.51,8.49
4061.10,9.17,0.83,9.12,0.74,-0.74,0.79,2.05,8.43,8.38,8.34
4101.71,9.12,0.92,9.08,0.83,-0.83,0.82,2.06,8.29,8.25,8.20
4142.73,9.12,1.04,8.99,0.87,-0.87,0.85,2.07,8.25,8.12,8.08
4184.15,9.03,1.07,8.85,0.86,-0.86,0.88,2.08,8.17,7.99,7.96
4226.00,8.79,0.95,8.66,0.79,-0.79,0.92,2.09,8.00,7.86,7.84
4268.26,8.53,0.80,8.40,0.66,-0.66,0.97,2.09,7.87,7.74,7.73
4310.94,8.18,0.58,8.10,0.49,-0.49,1.02,2.08,7.69,7.61,7.60
4354.05,7.79,0.31,7.76,0.28,-0.28,1.07,2.08,7.51,7.48,7.48
4397.59,7.37,0.01,7.39,0.04,-0.04,1.13,2.07,7.33,7.35,7.36
4441.56,6.94,-0.29,6.98,-0.23,0.23,1.19,2.06,7.17,7.21,7.23
4485.98,6.54,-0.55,6.56,-0.51,0.51,1.26,2.04,7.05,7.07,7.09
4530.84,6.11,-0.83,6.12,-0.80,0.80,1.33,2.02,6.91,6.91,6.94
4576.15,5.55,-1.21,5.66,-1.09,1.09,1.41,2.01,6.64,6.75,6.76
4621.91,5.00,-1.59,5.19,-1.38,1.38,1.49,1.99,6.38,6.57,6.59
4668.13,4.53,-1.87,4.72,-1.66,1.66,1.58,1.97,6.19,6.38,6.40
4714.81,4.26,-1.95,4.25,-1.93,1.93,1.67,1.95,6.19,6.18,6.21
4761.96,3.91,-2.10,3.78,-2.19,2.19,1.78,1.93,6.10,5.97,6.01
4809.58,3.46,-2.32,3.32,-2.43,2.43,1.88,1.90,5.89,5.75,5.78
4857.67,2.95,-2.59,2.86,-2.66,2.66,2.00,1.88,5.61,5.52,5.54
4906.25,2.43,-2.87,2.41,-2.88,2.88,2.12,1.86,5.31,5.29,5.30
4955.31,1.99,-3.06,1.97,-3.08,3.08,2.25,1.84,5.07,5.05,5.05
5004.87,1.53,-3.27,1.54,-3.27,3.27,2.39,1.82,4.80,4.81,4.80
5054.91,1.16,-3.41,1.12,-3.45,3.45,2.54,1.80,4.61,4.57,4.57
5105.46,0.72,-3.62,0.73,-3.61,3.61,2.69,1.78,4.33,4.34,4.34
5156.52,0.25,-3.87,0.35,-3.76,3.76,2.86,1.77,4.01,4.11,4.12
5208.08,-0.11,-4.01,-0.01,-3.91,3.91,3.03,1.75,3.80,3.89,3.90
5260.16,-0.39,-4.08,-0.34,-4.04,4.04,3.21,1.74,3.65,3.69,3.69
5312.77,-0.66,-4.16,-0.63,-4.14,4.14,3.40,1.73,3.48,3.51,3.50
5365.89,-0.92,-4.25,-0.88,-4.23,4.23,3.59,1.71,3.31,3.35,3.33
5419.55,-1.18,-4.36,-1.09,-4.31,4.31,3.79,1.71,3.13,3.22,3.18
5473.75,-1.34,-4.41,-1.26,-4.39,4.39,4.00,1.70,3.05,3.12,3.07
5528.49,-1.49,-4.46,-1.39,-4.45,4.45,4.20,1.69,2.96,3.06,2.97
5583.77,-1.58,-4.48,-1.48,-4.50,4.50,4.40,1.69,2.92,3.02,2.90
5639.61,-1.60,-4.50,-1.55,-4.56,4.56,4.60,1.69,2.96,3.01,2.90
5696.00,-1.60,-4.51,-1.60,-4.62,4.62,4.79,1.69,3.02,3.02,2.91
5752.96,-1.60,-4.58,-1.62,-4.68,4.68,4.96,1.69,3.08,3.06,2.98
5810.49,-1.60,-4.67,-1.63,-4.74,4.74,5.12,1.70,3.14,3.12,3.07
