frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
354.74,-4.56,-3.11,-4.57,-3.12,3.12,3.17,0.93,-1.44,-1.44,-1.45
358.28,-4.56,-3.14,-4.54,-3.12,3.12,3.15,0.94,-1.44,-1.42,-1.42
361.87,-4.56,-3.16,-4.51,-3.11,3.11,3.13,0.96,-1.45,-1.40,-1.40
365.49,-4.56,-3.18,-4.48,-3.10,3.10,3.10,0.97,-1.46,-1.38,-1.38
369.14,-4.54,-3.18,-4.44,-3.08,3.08,3.07,0.99,-1.46,-1.36,-1.36
372.83,-4.39,-3.06,-4.38,-3.05,3.05,3.03,1.01,-1.34,-1.34,-1.33
376.56,-4.33,-3.02,-4.33,-3.01,3.01,2.98,1.02,-1.32,-1.32,-1.31
380.33,-4.24,-2.95,-4.27,-2.97,2.97,2.93,1.04,-1.27,-1.30,-1.29
384.13,-4.13,-2.86,-4.20,-2.92,2.92,2.87,1.06,-1.21,-1.28,-1.27
387.97,-4.10,-2.84,-4.13,-2.86,2.86,2.81,1.08,-1.24,-1.27,-1.26
391.85,-4.09,-2.84,-4.05,-2.80,2.80,2.74,1.10,-1.29,-1.25,-1.25
395.77,-3.94,-2.69,-3.97,-2.73,2.73,2.67,1.12,-1.21,-1.24,-1.25
399.73,-3.87,-2.63,-3.89,-2.66,2.66,2.60,1.14,-1.21,-1.23,-1.24
403.72,-3.79,-2.56,-3.81,-2.58,2.58,2.53,1.16,-1.21,-1.23,-1.23
407.76,-3.68,-2.46,-3.72,-2.50,2.50,2.45,1.18,-1.18,-1.22,-1.22
411.84,-3.65,-2.44,-3.63,-2.41,2.41,2.37,1.20,-1.24,-1.22,-1.21
415.96,-3.65,-2.45,-3.55,-2.34,2.34,2.29,1.23,-1.31,-1.21,-1.20
420.12,-3.47,-2.26,-3.47,-2.25,2.25,2.21,1.25,-1.22,-1.21,-1.21
424.32,-3.40,-2.19,-3.38,-2.17,2.17,2.13,1.27,-1.23,-1.21,-1.21
428.56,-3.25,-2.04,-3.28,-2.07,2.07,2.04,1.29,-1.18,-1.21,-1.21
432.85,-3.19,-1.98,-3.18,-1.98,1.98,1.96,1.31,-1.21,-1.20,-1.21
437.18,-3.09,-1.89,-3.08,-1.88,1.88,1.88,1.33,-1.21,-1.20,-1.20
441.55,-2.99,-1.80,-2.99,-1.80,1.80,1.79,1.34,-1.19,-1.20,-1.19
445.96,-2.80,-1.61,-2.89,-1.70,1.70,1.71,1.36,-1.10,-1.19,-1.19
450.42,-2.74,-1.55,-2.79,-1.61,1.61,1.63,1.38,-1.13,-1.18,-1.19
454.93,-2.74,-1.56,-2.69,-1.52,1.52,1.55,1.39,-1.22,-1.17,-1.18
459.48,-2.69,-1.52,-2.59,-1.43,1.43,1.46,1.40,-1.26,-1.16,-1.17
464.07,-2.44,-1.29,-2.49,-1.34,1.34,1.38,1.41,-1.10,-1.15,-1.15
468.71,-2.31,-1.18,-2.39,-1.26,1.26,1.30,1.42,-1.05,-1.13,-1.13
473.40,-2.28,-1.16,-2.29,-1.18,1.18,1.22,1.43,-1.10,-1.11,-1.12
478.13,-2.28,-1.19,-2.19,-1.10,1.10,1.14,1.43,-1.18,-1.09,-1.09
482.91,-2.10,-1.03,-2.08,-1.02,1.02,1.06,1.43,-1.08,-1.07,-1.07
487.74,-2.00,-0.96,-1.98,-0.94,0.94,0.98,1.43,-1.06,-1.04,-1.04
492.62,-1.86,-0.85,-1.89,-0.87,0.87,0.90,1.43,-0.99,-1.02,-1.01
497.55,-1.82,-0.82,-1.79,-0.79,0.79,0.83,1.43,-1.03,-0.99,-1.00
502.52,-1.69,-0.72,-1.69,-0.72,0.72,0.75,1.42,-0.97,-0.97,-0.97
507.55,-1.61,-0.66,-1.59,-0.64,0.64,0.67,1.41,-0.97,-0.95,-0.95
512.62,-1.43,-0.51,-1.49,-0.57,0.57,0.60,1.39,-0.86,-0.92,-0.92
517.75,-1.37,-0.47,-1.41,-0.51,0.51,0.52,1.38,-0.86,-0.90,-0.90
522.93,-1.31,-0.44,-1.32,-0.44,0.44,0.45,1.36,-0.87,-0.88,-0.87
528.16,-1.17,-0.31,-1.23,-0.37,0.37,0.38,1.34,-0.80,-0.86,-0.86
533.44,-1.14,-0.30,-1.14,-0.29,0.29,0.31,1.32,-0.85,-0.84,-0.84
538.77,-1.14,-0.32,-1.06,-0.24,0.24,0.24,1.29,-0.90,-0.83,-0.82
544.16,-0.98,-0.17,-0.99,-0.17,0.17,0.17,1.27,-0.81,-0.82,-0.81
549.60,-0.92,-0.13,-0.91,-0.11,0.11,0.10,1.24,-0.81,-0.80,-0.79
555.10,-0.89,-0.10,-0.83,-0.04,0.04,0.04,1.21,-0.85,-0.79,-0.79
560.65,-0.72,0.06,-0.76,0.02,-0.02,-0.02,1.17,-0.74,-0.78,-0.78
566.25,-0.68,0.09,-0.69,0.08,-0.08,-0.08,1.14,-0.76,-0.77,-0.77
571.92,-0.68,0.08,-0.63,0.13,-0.13,-0.14,1.10,-0.81,-0.76,-0.76
577.64,-0.53,0.23,-0.57,0.18,-0.18,-0.20,1.07,-0.71,-0.75,-0.76
583.41,-0.47,0.27,-0.51,0.23,-0.23,-0.25,1.03,-0.70,-0.74,-0.74
589.25,-0.46,0.27,-0.45,0.28,-0.28,-0.30,0.99,-0.74,-0.72,-0.73
595.14,-0.43,0.28,-0.38,0.33,-0.33,-0.35,0.95,-0.76,-0.71,-0.71
601.09,-0.26,0.45,-0.33,0.37,-0.37,-0.39,0.91,-0.63,-0.70,-0.71
607.10,-0.23,0.46,-0.28,0.40,-0.40,-0.43,0.87,-0.63,-0.68,-0.69
613.17,-0.23,0.44,-0.24,0.42,-0.42,-0.46,0.83,-0.65,-0.67,-0.67
619.30,-0.23,0.42,-0.21,0.45,-0.45,-0.49,0.79,-0.68,-0.65,-0.65
625.50,-0.23,0.40,-0.17,0.47,-0.47,-0.52,0.75,-0.70,-0.64,-0.63
631.75,-0.21,0.41,-0.13,0.49,-0.49,-0.55,0.71,-0.70,-0.62,-0.62
638.07,-0.03,0.57,-0.09,0.52,-0.52,-0.57,0.67,-0.55,-0.61,-0.60
644.45,0.00,0.59,-0.06,0.54,-0.54,-0.58,0.63,-0.54,-0.60,-0.59
650.89,0.00,0.58,-0.02,0.56,-0.56,-0.60,0.59,-0.56,-0.58,-0.58
657.40,0.00,0.57,0.02,0.59,-0.59,-0.61,0.55,-0.59,-0.57,-0.57
663.98,0.00,0.56,0.05,0.60,-0.60,-0.61,0.51,-0.60,-0.56,-0.56
670.62,0.00,0.55,0.07,0.62,-0.62,-0.62,0.46,-0.62,-0.54,-0.55
677.32,0.04,0.58,0.11,0.64,-0.64,-0.62,0.42,-0.60,-0.53,-0.54
684.10,0.18,0.71,0.14,0.65,-0.65,-0.62,0.38,-0.47,-0.51,-0.53
690.94,0.23,0.73,0.17,0.66,-0.66,-0.62,0.34,-0.43,-0.50,-0.50
697.85,0.23,0.72,0.19,0.67,-0.67,-0.62,0.30,-0.44,-0.48,-0.49
704.83,0.23,0.69,0.20,0.66,-0.66,-0.61,0.26,-0.43,-0.46,-0.46
711.87,0.23,0.67,0.21,0.65,-0.65,-0.60,0.22,-0.42,-0.44,-0.44
718.99,0.23,0.65,0.22,0.64,-0.64,-0.60,0.19,-0.41,-0.41,-0.42
726.18,0.23,0.63,0.23,0.62,-0.62,-0.59,0.15,-0.39,-0.39,-0.40
733.44,0.23,0.60,0.24,0.61,-0.61,-0.58,0.11,-0.38,-0.36,-0.37
740.78,0.23,0.57,0.25,0.59,-0.59,-0.58,0.07,-0.36,-0.34,-0.34
748.19,0.23,0.54,0.25,0.56,-0.56,-0.57,0.03,-0.33,-0.32,-0.31
755.67,0.23,0.52,0.24,0.53,-0.53,-0.56,-0.01,-0.30,-0.29,-0.29
763.23,0.23,0.50,0.23,0.50,-0.50,-0.55,-0.05,-0.27,-0.27,-0.27
770.86,0.23,0.48,0.24,0.49,-0.49,-0.55,-0.08,-0.26,-0.26,-0.25
778.57,0.23,0.46,0.25,0.49,-0.49,-0.54,-0.12,-0.26,-0.24,-0.23
786.35,0.23,0.45,0.25,0.48,-0.48,-0.53,-0.16,-0.25,-0.23,-0.22
794.22,0.23,0.45,0.25,0.47,-0.47,-0.53,-0.20,-0.24,-0.22,-0.22
802.16,0.23,0.44,0.24,0.46,-0.46,-0.52,-0.23,-0.23,-0.22,-0.21
810.18,0.23,0.44,0.23,0.45,-0.45,-0.52,-0.27,-0.22,-0.22,-0.21
818.28,0.23,0.45,0.21,0.44,-0.44,-0.52,-0.31,-0.21,-0.23,-0.22
826.46,0.23,0.46,0.20,0.44,-0.44,-0.51,-0.34,-0.21,-0.24,-0.23
834.73,0.23,0.48,0.18,0.43,-0.43,-0.51,-0.38,-0.20,-0.25,-0.25
843.08,0.23,0.49,0.16,0.43,-0.43,-0.51,-0.41,-0.20,-0.27,-0.26
851.51,0.23,0.52,0.14,0.43,-0.43,-0.51,-0.45,-0.20,-0.29,-0.29
860.02,0.09,0.39,0.11,0.42,-0.42,-0.51,-0.48,-0.33,-0.31,-0.30
868.62,0.01,0.34,0.09,0.43,-0.43,-0.51,-0.52,-0.42,-0.33,-0.33
877.31,0.00,0.36,0.07,0.43,-0.43,-0.51,-0.55,-0.43,-0.36,-0.36
886.08,0.00,0.38,0.05,0.43,-0.43,-0.52,-0.58,-0.43,-0.38,-0.38
894.94,0.00,0.40,0.03,0.43,-0.43,-0.52,-0.62,-0.43,-0.40,-0.40
903.89,0.00,0.43,0.01,0.43,-0.43,-0.52,-0.65,-0.43,-0.42,-0.43
912.93,0.00,0.44,-0.00,0.44,-0.44,-0.53,-0.68,-0.44,-0.44,-0.44
922.06,0.00,0.45,-0.01,0.44,-0.44,-0.54,-0.71,-0.44,-0.45,-0.45
931.28,0.00,0.47,-0.02,0.44,-0.44,-0.54,-0.74,-0.44,-0.46,-0.47
940.59,0.00,0.47,-0.02,0.44,-0.44,-0.55,-0.77,-0.44,-0.46,-0.47
950.00,0.00,0.47,-0.02,0.44,-0.44,-0.56,-0.80,-0.44,-0.46,-0.47
959.50,0.00,0.47,-0.03,0.43,-0.43,-0.57,-0.82,-0.43,-0.46,-0.47
969.09,0.00,0.45,-0.04,0.41,-0.41,-0.57,-0.85,-0.41,-0.45,-0.45
978.78,0.00,0.45,-0.05,0.39,-0.39,-0.58,-0.88,-0.39,-0.44,-0.45
988.57,0.00,0.44,-0.05,0.38,-0.38,-0.60,-0.90,-0.38,-0.43,-0.44
998.46,0.00,0.42,-0.04,0.38,-0.38,-0.61,-0.93,-0.38,-0.42,-0.42
1008.44,0.00,0.39,-0.01,0.39,-0.39,-0.62,-0.95,-0.39,-0.41,-0.39
1018.53,0.00,0.37,0.03,0.42,-0.42,-0.63,-0.97,-0.42,-0.39,-0.37
1028.71,0.00,0.36,0.09,0.47,-0.47,-0.65,-0.99,-0.47,-0.38,-0.36
1039.00,0.00,0.34,0.16,0.52,-0.52,-0.66,-1.01,-0.52,-0.36,-0.34
1049.39,0.00,0.33,0.24,0.59,-0.59,-0.68,-1.04,-0.59,-0.35,-0.33
1059.88,0.17,0.50,0.33,0.67,-0.67,-0.69,-1.05,-0.50,-0.33,-0.33
1070.48,0.42,0.74,0.42,0.75,-0.75,-0.71,-1.07,-0.33,-0.32,-0.32
1081.19,0.63,0.93,0.52,0.83,-0.83,-0.73,-1.09,-0.20,-0.31,-0.30
1092.00,0.74,1.03,0.63,0.92,-0.92,-0.75,-1.11,-0.18,-0.29,-0.29
1102.92,0.88,1.16,0.74,1.01,-1.01,-0.76,-1.13,-0.13,-0.28,-0.28
1113.95,0.91,1.18,0.85,1.10,-1.10,-0.78,-1.15,-0.19,-0.26,-0.27
1125.09,1.06,1.30,0.95,1.19,-1.19,-0.81,-1.17,-0.13,-0.24,-0.24
1136.34,1.13,1.35,1.05,1.26,-1.26,-0.83,-1.19,-0.13,-0.21,-0.22
1147.70,1.14,1.32,1.13,1.32,-1.32,-0.85,-1.20,-0.18,-0.18,-0.18
1159.18,1.14,1.30,1.20,1.36,-1.36,-0.87,-1.22,-0.22,-0.15,-0.16
1170.77,1.14,1.27,1.25,1.38,-1.38,-0.90,-1.24,-0.24,-0.12,-0.13
1182.48,1.24,1.33,1.29,1.37,-1.37,-0.93,-1.26,-0.13,-0.08,-0.09
1194.30,1.35,1.40,1.30,1.35,-1.35,-0.95,-1.28,-0.00,-0.05,-0.05
1206.25,1.37,1.37,1.31,1.32,-1.32,-0.98,-1.30,0.05,-0.01,-0.00
1218.31,1.37,1.32,1.33,1.29,-1.29,-1.01,-1.32,0.08,0.03,0.05
1230.49,1.37,1.28,1.33,1.26,-1.26,-1.04,-1.35,0.11,0.07,0.09
1242.80,1.37,1.25,1.34,1.22,-1.22,-1.07,-1.37,0.15,0.12,0.12
1255.22,1.37,1.20,1.35,1.19,-1.19,-1.10,-1.39,0.18,0.16,0.17
1267.78,1.37,1.16,1.37,1.17,-1.17,-1.14,-1.42,0.20,0.20,0.21
1280.45,1.37,1.13,1.40,1.16,-1.16,-1.17,-1.45,0.21,0.24,0.24
1293.26,1.37,1.08,1.43,1.15,-1.15,-1.21,-1.47,0.22,0.28,0.29
1306.19,1.37,1.05,1.44,1.12,-1.12,-1.25,-1.50,0.25,0.32,0.32
1319.25,1.37,1.01,1.46,1.10,-1.10,-1.29,-1.53,0.27,0.36,0.36
1332.45,1.43,1.03,1.48,1.08,-1.08,-1.33,-1.56,0.35,0.40,0.40
1345.77,1.56,1.12,1.52,1.09,-1.09,-1.37,-1.60,0.47,0.44,0.44
1359.23,1.60,1.13,1.58,1.11,-1.11,-1.41,-1.63,0.49,0.48,0.47
1372.82,1.74,1.22,1.65,1.13,-1.13,-1.46,-1.67,0.61,0.52,0.52
1386.55,1.81,1.25,1.71,1.16,-1.16,-1.50,-1.70,0.65,0.55,0.56
1400.41,1.82,1.22,1.78,1.19,-1.19,-1.55,-1.74,0.63,0.59,0.60
1414.42,1.82,1.19,1.86,1.23,-1.23,-1.60,-1.78,0.59,0.63,0.63
1428.56,1.82,1.14,1.95,1.27,-1.27,-1.65,-1.82,0.55,0.68,0.68
1442.85,1.92,1.20,2.04,1.32,-1.32,-1.71,-1.87,0.60,0.72,0.72
1457.28,2.15,1.39,2.13,1.37,-1.37,-1.76,-1.91,0.78,0.76,0.76
1471.85,2.27,1.47,2.22,1.43,-1.43,-1.82,-1.96,0.84,0.80,0.80
1486.57,2.46,1.62,2.32,1.49,-1.49,-1.87,-2.01,0.97,0.84,0.84
1501.43,2.51,1.63,2.43,1.55,-1.55,-1.93,-2.05,0.96,0.88,0.88
1516.45,2.51,1.58,2.55,1.64,-1.64,-1.99,-2.10,0.87,0.92,0.93
1531.61,2.59,1.63,2.68,1.72,-1.72,-2.05,-2.16,0.87,0.96,0.96
1546.93,2.82,1.81,2.82,1.82,-1.82,-2.11,-2.21,1.00,1.00,1.01
1562.40,2.94,1.89,2.97,1.93,-1.93,-2.18,-2.26,1.01,1.04,1.05
1578.02,3.13,2.04,3.13,2.05,-2.05,-2.24,-2.32,1.08,1.08,1.09
1593.80,3.20,2.08,3.30,2.17,-2.17,-2.31,-2.37,1.03,1.12,1.12
1609.74,3.41,2.24,3.47,2.30,-2.30,-2.38,-2.43,1.11,1.17,1.17
1625.84,3.67,2.46,3.64,2.42,-2.42,-2.44,-2.48,1.25,1.22,1.21
1642.10,3.84,2.57,3.82,2.55,-2.55,-2.51,-2.54,1.29,1.27,1.27
1658.52,3.99,2.67,4.00,2.68,-2.68,-2.58,-2.59,1.31,1.32,1.32
1675.10,4.23,2.85,4.19,2.81,-2.81,-2.65,-2.65,1.42,1.38,1.38
1691.85,4.32,2.89,4.38,2.95,-2.95,-2.71,-2.70,1.37,1.44,1.43
1708.77,4.53,3.04,4.57,3.06,-3.06,-2.78,-2.76,1.47,1.50,1.49
1725.86,4.79,3.23,4.73,3.16,-3.16,-2.84,-2.81,1.63,1.57,1.56
1743.12,4.97,3.33,4.89,3.25,-3.25,-2.91,-2.86,1.72,1.63,1.64
1760.55,5.11,3.40,5.03,3.33,-3.33,-2.97,-2.91,1.78,1.71,1.71
1778.15,5.22,3.43,5.17,3.39,-3.39,-3.03,-2.96,1.83,1.78,1.79
1795.94,5.24,3.38,5.30,3.44,-3.44,-3.08,-3.00,1.80,1.86,1.86
1813.90,5.42,3.49,5.41,3.48,-3.48,-3.14,-3.04,1.94,1.93,1.93
1832.03,5.49,3.48,5.51,3.50,-3.50,-3.19,-3.07,1.99,2.01,2.01
1850.36,5.66,3.56,5.60,3.51,-3.51,-3.23,-3.11,2.15,2.09,2.10
1868.86,5.70,3.53,5.68,3.51,-3.51,-3.27,-3.13,2.19,2.17,2.17
1887.55,5.70,3.45,5.74,3.50,-3.50,-3.31,-3.16,2.20,2.25,2.25
1906.42,5.70,3.38,5.79,3.47,-3.47,-3.33,-3.18,2.23,2.32,2.32
1925.49,5.85,3.45,5.83,3.43,-3.43,-3.36,-3.19,2.42,2.40,2.40
1944.74,5.92,3.44,5.86,3.39,-3.39,-3.37,-3.19,2.53,2.47,2.48
1964.19,5.93,3.37,5.88,3.34,-3.34,-3.38,-3.20,2.59,2.54,2.56
1983.83,5.93,3.31,5.91,3.30,-3.30,-3.39,-3.19,2.63,2.61,2.62
2003.67,5.93,3.23,5.93,3.25,-3.25,-3.38,-3.18,2.68,2.68,2.70
2023.71,5.93,3.18,5.94,3.19,-3.19,-3.37,-3.16,2.74,2.74,2.75
2043.94,5.93,3.11,5.94,3.13,-3.13,-3.35,-3.14,2.80,2.81,2.82
2064.38,5.93,3.05,5.95,3.07,-3.07,-3.32,-3.11,2.86,2.87,2.88
2085.03,5.93,3.00,5.96,3.02,-3.02,-3.29,-3.07,2.91,2.94,2.93
2105.88,5.93,2.94,5.96,2.96,-2.96,-3.25,-3.03,2.97,3.00,2.99
2126.94,5.93,2.87,5.97,2.90,-2.90,-3.20,-2.98,3.03,3.06,3.06
2148.20,5.93,2.80,5.97,2.84,-2.84,-3.15,-2.93,3.09,3.13,3.13
2169.69,6.05,2.86,5.99,2.79,-2.79,-3.09,-2.87,3.26,3.19,3.19
2191.38,6.14,2.88,6.01,2.75,-2.75,-3.03,-2.81,3.39,3.26,3.26
2213.30,5.98,2.65,6.04,2.71,-2.71,-2.96,-2.74,3.27,3.33,3.33
2235.43,5.95,2.54,6.07,2.67,-2.67,-2.89,-2.67,3.28,3.40,3.41
2257.78,6.10,2.62,6.10,2.62,-2.62,-2.81,-2.60,3.48,3.48,3.48
2280.36,6.15,2.60,6.13,2.58,-2.58,-2.72,-2.52,3.57,3.55,3.55
2303.17,6.15,2.52,6.17,2.54,-2.54,-2.64,-2.44,3.61,3.63,3.63
2326.20,6.15,2.43,6.22,2.51,-2.51,-2.55,-2.36,3.64,3.71,3.72
2349.46,6.31,2.50,6.27,2.49,-2.49,-2.46,-2.27,3.82,3.79,3.81
2372.95,6.38,2.50,6.32,2.46,-2.46,-2.36,-2.19,3.92,3.87,3.88
2396.68,6.38,2.42,6.36,2.41,-2.41,-2.27,-2.10,3.97,3.95,3.96
2420.65,6.38,2.34,6.40,2.36,-2.36,-2.17,-2.01,4.02,4.04,4.04
2444.86,6.38,2.25,6.43,2.31,-2.31,-2.07,-1.92,4.07,4.13,4.13
2469.31,6.38,2.17,6.47,2.25,-2.25,-1.97,-1.83,4.13,4.22,4.21
2494.00,6.52,2.20,6.48,2.17,-2.17,-1.86,-1.74,4.35,4.32,4.32
2518.94,6.60,2.18,6.49,2.07,-2.07,-1.76,-1.65,4.53,4.42,4.42
2544.13,6.61,2.09,6.49,1.96,-1.96,-1.65,-1.55,4.65,4.53,4.52
2569.57,6.61,1.98,6.49,1.85,-1.85,-1.55,-1.46,4.76,4.64,4.63
2595.27,6.54,1.78,6.49,1.72,-1.72,-1.44,-1.37,4.82,4.76,4.76
2621.22,6.41,1.52,6.46,1.57,-1.57,-1.33,-1.28,4.84,4.89,4.89
2647.43,6.38,1.35,6.44,1.42,-1.42,-1.22,-1.19,4.96,5.02,5.03
2673.90,6.38,1.21,6.42,1.27,-1.27,-1.10,-1.10,5.11,5.16,5.17
2700.64,6.38,1.07,6.41,1.10,-1.10,-0.99,-1.01,5.28,5.30,5.31
2727.65,6.38,0.92,6.39,0.94,-0.94,-0.87,-0.92,5.44,5.45,5.46
2754.93,6.38,0.76,6.39,0.78,-0.78,-0.75,-0.83,5.60,5.61,5.62
2782.48,6.38,0.60,6.38,0.60,-0.60,-0.63,-0.74,5.78,5.77,5.78
2810.30,6.38,0.44,6.38,0.44,-0.44,-0.50,-0.65,5.94,5.94,5.94
2838.40,6.38,0.27,6.41,0.29,-0.29,-0.38,-0.56,6.09,6.12,6.11
2866.79,6.38,0.09,6.45,0.15,-0.15,-0.25,-0.47,6.23,6.31,6.29
2895.46,6.39,-0.09,6.50,0.01,-0.01,-0.11,-0.38,6.38,6.50,6.48
2924.41,6.56,-0.12,6.56,-0.14,0.14,0.03,-0.30,6.70,6.69,6.68
2953.65,6.61,-0.26,6.60,-0.29,0.29,0.17,-0.21,6.90,6.90,6.87
2983.19,6.70,-0.39,6.66,-0.44,0.44,0.31,-0.12,7.14,7.10,7.09
3013.02,6.81,-0.48,6.73,-0.59,0.59,0.46,-0.04,7.40,7.31,7.29
3043.15,6.84,-0.67,6.80,-0.72,0.72,0.61,0.05,7.56,7.52,7.51
3073.58,6.84,-0.88,6.87,-0.85,0.85,0.76,0.13,7.69,7.73,7.72
3104.32,7.02,-0.92,6.95,-0.99,0.99,0.91,0.22,8.01,7.93,7.94
3135.36,7.07,-1.08,7.03,-1.11,1.11,1.06,0.30,8.18,8.13,8.15
3166.72,7.07,-1.28,7.10,-1.22,1.22,1.20,0.38,8.29,8.32,8.35
3198.38,7.07,-1.46,7.18,-1.32,1.32,1.33,0.47,8.39,8.50,8.53
3230.37,7.18,-1.52,7.25,-1.43,1.43,1.46,0.55,8.61,8.67,8.70
3262.67,7.27,-1.57,7.30,-1.53,1.53,1.57,0.63,8.80,8.83,8.84
3295.30,7.47,-1.52,7.36,-1.61,1.61,1.66,0.71,9.08,8.97,8.99
3328.25,7.52,-1.59,7.41,-1.68,1.68,1.73,0.79,9.20,9.09,9.11
3361.53,7.52,-1.69,7.47,-1.73,1.73,1.78,0.87,9.25,9.20,9.21
3395.15,7.52,-1.77,7.54,-1.75,1.75,1.81,0.95,9.27,9.29,9.29
3429.10,7.62,-1.74,7.61,-1.75,1.75,1.81,1.02,9.37,9.36,9.36
3463.39,7.73,-1.68,7.68,-1.74,1.74,1.78,1.10,9.47,9.42,9.41
3498.03,7.75,-1.70,7.75,-1.70,1.70,1.72,1.17,9.45,9.45,9.45
3533.01,7.75,-1.74,7.83,-1.64,1.64,1.65,1.24,9.39,9.47,9.49
3568.34,7.77,-1.73,7.91,-1.56,1.56,1.55,1.31,9.33,9.47,9.50
3604.02,7.94,-1.53,7.98,-1.47,1.47,1.43,1.37,9.41,9.45,9.47
3640.06,8.06,-1.38,8.08,-1.34,1.34,1.29,1.43,9.40,9.42,9.44
3676.46,8.18,-1.21,8.18,-1.19,1.19,1.14,1.49,9.37,9.37,9.39
3713.22,8.34,-0.98,8.30,-1.00,1.00,0.97,1.55,9.34,9.30,9.32
3750.36,8.42,-0.82,8.43,-0.79,0.79,0.78,1.60,9.21,9.22,9.24
3787.86,8.44,-0.70,8.56,-0.57,0.57,0.58,1.65,9.01,9.12,9.14
3825.74,8.61,-0.41,8.68,-0.33,0.33,0.37,1.70,8.94,9.01,9.02
3864.00,8.72,-0.18,8.81,-0.08,0.08,0.14,1.74,8.80,8.90,8.90
3902.64,8.86,0.09,8.93,0.16,-0.16,-0.09,1.78,8.70,8.77,8.77
3941.66,9.00,0.36,9.03,0.39,-0.39,-0.33,1.81,8.61,8.64,8.64
3981.08,9.10,0.60,9.10,0.60,-0.60,-0.57,1.84,8.50,8.50,8.50
4020.89,9.28,0.93,9.13,0.76,-0.76,-0.78,1.87,8.52,8.37,8.35
4061.10,9.17,0.97,9.12,0.88,-0.88,-0.95,1.89,8.29,8.24,8.20
4101.71,9.12,1.06,9.08,0.97,-0.97,-1.05,1.90,8.15,8.11,8.06
4142.73,9.12,1.18,8.99,1.02,-1.02,-1.08,1.92,8.10,7.97,7.94
4184.15,9.03,1.21,8.85,1.01,-1.01,-1.02,1.92,8.02,7.85,7.82
4226.00,8.79,1.09,8.66,0.94,-0.94,-0.89,1.93,7.85,7.72,7.70
4268.26,8.53,0.94,8.40,0.80,-0.80,-0.69,1.93,7.73,7.59,7.59
4310.94,8.18,0.72,8.10,0.63,-0.63,-0.46,1.93,7.55,7.47,7.46
4354.05,7.79,0.45,7.76,0.42,-0.42,-0.20,1.92,7.37,7.34,7.34
4397.59,7.37,0.15,7.39,0.18,-0.18,0.06,1.91,7.19,7.21,7.22
4441.56,6.94,-0.15,6.98,-0.08,0.08,0.31,1.90,7.02,7.07,7.09
4485.98,6.54,-0.41,6.56,-0.37,0.37,0.56,1.89,6.91,6.93,6.95
4530.84,6.11,-0.69,6.12,-0.65,0.65,0.79,1.88,6.76,6.77,6.80
4576.15,5.55,-1.07,5.66,-0.95,0.95,1.01,1.86,6.50,6.60,6.62
4621.91,5.00,-1.45,5.19,-1.23,1.23,1.22,1.84,6.23,6.43,6.45
4668.13,4.53,-1.73,4.72,-1.51,1.51,1.42,1.82,6.04,6.24,6.26
4714.81,4.26,-1.81,4.25,-1.78,1.78,1.61,1.80,6.04,6.04,6.07
4761.96,3.91,-1.96,3.78,-2.04,2.04,1.80,1.79,5.95,5.83,5.87
4809.58,3.46,-2.18,3.32,-2.29,2.29,1.98,1.77,5.75,5.61,5.64
4857.67,2.95,-2.45,2.86,-2.52,2.52,2.16,1.75,5.47,5.38,5.40
4906.25,2.43,-2.73,2.41,-2.73,2.73,2.34,1.73,5.16,5.14,5.16
4955.31,1.99,-2.92,1.97,-2.94,2.94,2.52,1.71,4.93,4.91,4.91
5004.87,1.53,-3.13,1.54,-3.13,3.13,2.70,1.69,4.66,4.67,4.66
5054.91,1.16,-3.27,1.12,-3.31,3.31,2.88,1.67,4.47,4.43,4.43
5105.46,0.72,-3.48,0.73,-3.47,3.47,3.06,1.65,4.19,4.19,4.20
5156.52,0.25,-3.73,0.35,-3.62,3.62,3.24,1.64,3.87,3.97,3.98
5208.08,-0.11,-3.87,-0.01,-3.76,3.76,3.43,1.62,3.65,3.75,3.76
5260.16,-0.39,-3.94,-0.34,-3.89,3.89,3.61,1.61,3.50,3.55,3.55
5312.77,-0.66,-4.02,-0.63,-4.00,4.00,3.79,1.60,3.34,3.37,3.36
5365.89,-0.92,-4.11,-0.88,-4.09,4.09,3.97,1.59,3.17,3.21,3.19
5419.55,-1.18,-4.22,-1.09,-4.17,4.17,4.14,1.58,2.99,3.08,3.04
5473.75,-1.34,-4.27,-1.26,-4.24,4.24,4.31,1.57,2.90,2.98,2.93
5528.49,-1.49,-4.32,-1.39,-4.30,4.30,4.47,1.57,2.81,2.91,2.83
5583.77,-1.58,-4.34,-1.48,-4.36,4.36,4.62,1.56,2.78,2.87,2.76
5639.61,-1.60,-4.36,-1.55,-4.41,4.41,4.76,1.56,2.81,2.86,2.76
5696.00,-1.60,-4.37,-1.60,-4.48,4.48,4.88,1.56,2.88,2.88,2.77
5752.96,-1.60,-4.44,-1.62,-4.54,4.54,4.98,1.57,2.94,2.92,2.84
5810.49,-1.60,-4.53,-1.63,-4.60,4.60,5.05,1.57,3.00,2.97,2.93
5868.60,-1.60,-4.64,-1.63,-4.67,4.67,5.11,1.58,3.07,3.04,3.04
5927.28,-1.60,-4.75,-1.62,-4.74,4.74,5.13,1.58,3.14,3.12,3.15
